temp,time_hours_interp,hanliang_log10,数据类型
4,0,0,原始实测
4,0.0833333333333333,0.0010452430404999,原始实测
4,0.1666666666666666,0.0020904860809998,原始实测
4,0.25,0.0031357291214998,原始实测
4,0.3333333333333333,0.0041809721619997,原始实测
4,0.4166666666666666,0.0052262152024996,原始实测
4,0.5,0.0062714582429996,原始实测
4,0.5833333333333333,0.0073167012834995,原始实测
4,0.6666666666666666,0.0083619443239994,原始实测
4,0.75,0.0094071873644994,原始实测
4,0.8333333333333333,0.0104524304049993,原始实测
4,0.9166666666666666,0.0114976734454992,原始实测
4,1,0.0125429164859992,原始实测
4,1.0833333333333333,0.0135881595264991,原始实测
4,1.1666666666666663,0.014633402566999,原始实测
4,1.25,0.015678645607499,原始实测
